"ID"	"product"	"gene"	"SRR15309076"	"SRR15309078"	"SRR15309074"	"SRR15309066"	"SRR15309082"	"SRR15309080"	"SRR15309070"	"SRR15309065"	"SRR15309072"	"SRR15309068"	"SRR15309063"	"SRR15309061"
"b2376"	"colanic acid synthesis putative lipoprotein YpdI"	"ypdI"	10	14	14	9	10	11	6	9	23	1	2	5
"b2377"	"DUF2545 domain-containing protein YfdY"	"yfdY"	58	68	59	48	111	51	46	34	136	36	17	21
"b2378"	"palmitoleoyl acyltransferase"	"lpxP"	338	917	439	215	1336	702	137	860	492	239	242	483
"b2379"	"glutamate--pyruvate aminotransferase AlaC"	"alaC"	1925	5283	1451	962	5070	3410	712	696	1394	397	373	353
"b2380"	"sensor histidine kinase PyrS"	"pyrS"	286	378	413	255	501	377	216	754	477	290	400	391
"b2381"	"DNA-binding transcriptional activator PyrR"	"pyrR"	234	348	375	238	320	235	152	449	473	195	309	265
"b2382"	"putative AraC-type DNA-binding transcriptional regulator YpdC"	"ypdC"	124	140	203	150	264	140	82	216	215	102	136	104
"b2383"	"putative PTS multiphosphoryl transfer protein FryA"	"fryA"	72	115	136	69	107	49	38	95	127	48	59	47
"b2384"	"aminopeptidase YpdE"	"ypdE"	14	33	54	24	21	15	19	23	42	12	13	24
"b2385"	"aminopeptidase YpdF"	"ypdF"	49	39	33	39	25	28	5	24	49	9	21	20
"b2386"	"putative PTS enzyme IIC component FryC"	"fryC"	53	24	44	21	32	24	11	35	76	6	21	28
"b2387"	"putative PTS enzyme IIB component FryB"	"fryB"	14	26	36	3	21	5	3	6	31	5	0	6
"b2388"	"glucokinase"	"glk"	1766	2416	2273	1539	3295	2047	1104	1356	2834	822	1349	1417
"b2389"	"putative transport protein YfeO"	"yfeO"	322	355	517	155	294	217	109	190	533	94	151	187
"b2390"	"DUF2502 domain-containing protein YpeC"	"ypeC"	236	209	449	52	231	153	40	86	584	28	54	65
"b2392"	"Mn(2(+))/Fe(2(+)): H(+) symporter MntH"	"mntH"	623	842	1108	285	624	361	190	382	1456	195	74	85
"b2393"	"nucleoside:H(+) symporter NupC"	"nupC"	743	1803	1188	847	3705	2526	612	2153	1158	614	511	554
"b2394"	"putative IS186/IS421 transposase"	"insL3"	18	37	19	19	86	54	21	57	29	21	7	16
"b2395"	"putative c-di-GMP phosphodiesterase PdeA"	"pdeA"	272	418	420	473	618	418	312	827	456	325	486	306
"b2398"	"putative DNA-binding transcriptional regulator YfeC"	"yfeC"	125	236	132	433	300	244	371	976	163	381	775	715
"b2399"	"putative DNA-binding transcriptional regulator YfeD"	"yfeD"	70	176	75	410	169	132	224	682	92	291	452	413
"b2400"	"glutamate--tRNA ligase"	"gltX"	3611	5953	4789	3757	9330	6933	2060	8240	5393	3308	1994	1747
"b2405"	"DNA-binding transcriptional activator XapR"	"xapR"	98	142	166	133	147	96	78	178	172	83	127	142
"b2406"	"xanthosine:H(+) symporter XapB"	"xapB"	62	69	85	73	83	76	26	81	100	33	46	47
"b2407"	"xanthosine phosphorylase"	"xapA"	9	25	21	24	16	9	13	39	24	4	11	12
"b2408"	"putative outer membrane porin YfeN"	"yfeN"	25	28	32	16	28	26	7	20	64	4	13	3
"b2409"	"putative LysR-type DNA-binding transcriptional regulator YfeR"	"yfeR"	111	138	131	99	126	117	78	155	178	69	96	88
"b2410"	"putative solute:Na(+) symporter"	"yfeH"	311	575	496	461	594	520	279	714	576	255	353	369
"b2411"	"DNA ligase"	"ligA"	705	929	951	1082	1519	1137	538	1625	1155	744	508	493
"b2412"	"cell division protein ZipA"	"zipA"	2874	3937	4815	6447	3719	2864	3305	7950	4924	3232	4359	4756
"b2413"	"sulfate:H(+) symporter"	"cysZ"	301	525	484	534	465	383	333	822	513	310	429	355
"b2414"	"cysteine synthase A"	"cysK"	73531	10799	139920	4667	28643	25772	3465	5621	147514	2482	4683	4275
"b2415"	"phosphocarrier protein HPr"	"ptsH"	6728	16079	7011	3965	23198	15876	4087	10448	8062	3338	5180	5716
"b2416"	"PTS enzyme I"	"ptsI"	15068	35049	17831	11417	62389	41021	8786	20767	21525	7071	13623	13264
"b2417"	"Enzyme IIA(Glc)"	"crr"	5083	8425	7060	5066	14014	10451	3731	6942	7445	2559	5067	5515
"b2418"	"pyridoxal kinase I"	"pdxK"	515	841	601	1024	1082	691	632	1310	588	657	1033	928
"b2419"	"DUF5329 domain-containing protein YfeK"	"yfeK"	51	127	59	16	64	48	34	91	79	25	15	24
"b2420"	"PF05406 family protein YfeS"	"yfeS"	157	215	663	93	460	283	73	291	767	69	77	109
"b2421"	"cysteine synthase B"	"cysM"	920	984	3789	467	2220	1547	271	582	4867	283	139	153
"b2422"	"sulfate/thiosulfate ABC transporter ATP binding subunit"	"cysA"	5927	624	13177	98	3617	2992	61	102	13909	71	77	74
"b2423"	"sulfate/thiosulfate ABC transporter inner membrane subunit CysW"	"cysW"	2613	145	4910	40	868	754	38	62	4435	19	35	43
"b2424"	"sulfate/thiosulfate ABC transporter inner membrane subunit CysU"	"cysU"	2513	88	4068	30	611	503	18	20	4336	12	15	14
"b2425"	"thiosulfate/sulfate ABC transporter periplasmic binding protein CysP"	"cysP"	9051	209	13250	58	2275	1696	31	83	13862	42	58	49
"b2426"	"oxidoreductase UcpA"	"ucpA"	1285	2307	1053	8989	3196	2090	4693	12390	1344	5953	7934	5457
"b2427"	"DNA-binding transcriptional dual regulator MurR"	"murR"	87	85	82	165	73	62	167	302	105	84	119	131
"b2428"	"N-acetylmuramic acid 6-phosphate etherase"	"murQ"	279	365	306	973	447	330	1073	1617	396	595	841	925
"b2429"	"N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter"	"murP"	259	363	313	809	441	268	728	1162	363	380	590	529
"b2430"	"penicillin binding protein 4B"	"yfeW"	191	252	225	771	341	220	628	831	295	312	491	444
"b2431"	"porphyrinogen peroxidase"	"yfeX"	1195	1617	1526	1671	2325	1876	1031	2796	1812	1136	4725	3686
"b2432"	"DUF1131 domain-containing lipoprotein YfeY"	"yfeY"	476	682	554	810	671	502	438	1313	622	543	371	386
"b2433"	"putative inner membrane protein"	"yfeZ"	72	109	128	174	128	81	77	173	146	74	52	42
"b2434"	"putative acetyltransferase YpeA"	"ypeA"	179	250	216	216	174	134	124	269	303	148	99	173
"b2435"	"N-acetylmuramoyl-L-alanine amidase A"	"amiA"	366	548	457	569	629	467	366	840	590	381	495	444
"b2436"	"coproporphyrinogen III oxidase"	"hemF"	184	303	330	365	355	252	195	512	331	219	239	124
"b2437"	"putative AraC-type transcriptional regulator EutR"	"eutR"	126	102	140	92	180	128	48	134	195	46	101	40
"b2438"	"putative structural protein  ethanolamine utilization microcompartment"	"eutK"	69	81	88	70	110	64	93	163	99	59	150	124
"b2439"	"putative structural protein  ethanolamine utilization microcompartment"	"eutL"	70	124	100	115	140	117	108	169	108	99	142	123
"b2440"	"ethanolamine ammonia-lyase subunit beta"	"eutC"	129	233	201	234	274	173	146	339	222	186	274	113
"b2441"	"ethanolamine ammonia-lyase subunit alpha"	"eutB"	1326	1956	1889	1440	2611	1908	960	1824	2122	902	1192	819
"b2442"	"CPZ-55 prophage putative phage integrase IntZ"	"intZ"	345	765	441	860	998	537	597	1531	386	738	475	461
"b2443"	"CPZ-55 prophage uncharacterized protein YffL"	"yffL"	77	128	67	71	102	64	32	117	131	49	99	172
"b2444"	"CPZ-55 prophage uncharacterized protein YffM"	"yffM"	5	10	11	22	8	7	9	20	8	4	25	13
"b2445"	"CPZ-55 prophage uncharacterized protein YffN"	"yffN"	6	6	3	5	2	7	3	2	9	0	1	1
"b2446"	"CPZ-55 prophage uncharacterized protein YffO"	"yffO"	15	15	20	11	9	10	6	10	23	6	3	7
"b2447"	"CPZ-55 prophage uncharacterized protein YffP"	"yffP"	34	45	45	13	36	16	17	34	63	9	21	14
"b2448"	"CPZ-55 prophage uncharacterized protein YffQ"	"yffQ"	11	29	5	12	19	15	10	24	26	8	11	7
"b2449"	"CPZ-55 prophage uncharacterized protein YffR"	"yffR"	121	156	207	108	139	77	74	157	259	58	83	116
"b2450"	"CPZ-55 prophage uncharacterized protein YffS"	"yffS"	610	1412	581	1000	1870	996	1436	2661	881	1079	938	823
"b2451"	"ethanolamine ammonia-lyase reactivase EutA"	"eutA"	13	23	53	29	33	32	9	31	44	11	18	13
"b2452"	"putative ethanolamine permease EutH"	"eutH"	19	30	46	14	41	31	14	26	55	9	28	37
"b2453"	"putative alcohol dehydrogenase EutG"	"eutG"	29	30	37	19	22	15	11	26	40	13	8	22
"b2454"	"putative ethanolamine utilization chaperonin EutJ"	"eutJ"	6	8	6	8	6	4	4	13	13	5	2	4
"b2455"	"acetaldehyde dehydrogenase (acetylating) EutE"	"eutE"	20	26	21	17	32	21	13	17	27	17	10	16
"b2456"	"putative ethanolamine catabolic microcompartment shell protein EutN"	"eutN"	4	4	7	2	2	3	0	1	6	3	4	3
"b2457"	"putative ethanolamine catabolic microcompartment shell protein EutM"	"eutM"	29	31	18	43	23	28	32	34	53	23	42	41
"b2458"	"phosphate acetyltransferase EutD"	"eutD"	45	69	62	65	56	39	24	63	66	29	31	29
"b2459"	"putative ethanolamine utilization cobalamin adenosyltransferase"	"eutT"	25	35	26	42	41	32	16	39	42	15	25	36
"b2460"	"putative ethanolamine utilization acetate kinase EutQ"	"eutQ"	17	16	29	3	11	8	10	22	25	14	5	2
"b2461"	"putative ethanolamine utilization acetate kinase EutP"	"eutP"	5	14	15	2	21	3	13	8	9	15	9	0
"b2462"	"putative ethanolamine catabolic microcompartment shell protein EutS"	"eutS"	4	4	6	5	5	3	6	10	14	4	1	1
"b2463"	"NADP(+)-dependent malate dehydrogenase"	"maeB"	5113	8587	4144	10979	8132	4862	8489	9792	6202	7124	6186	3360
"b2464"	"transaldolase A"	"talA"	2676	1932	5001	224	2503	1132	219	403	7118	151	475	331
"b2465"	"transketolase 2"	"tktB"	4091	2654	8752	483	4463	1982	317	457	12061	213	590	378
"b2466"	"DUF1176 domain-containing protein YpfG"	"ypfG"	285	252	360	56	284	199	23	98	596	28	39	29
"b2467"	"GDP-mannose hydrolase"	"nudK"	413	708	535	417	757	540	370	821	705	299	387	420
"b2468"	"putative oxidoreductase AegA"	"aegA"	119	127	148	123	212	204	68	261	163	102	744	690
"b2469"	"sensory histidine kinase NarQ"	"narQ"	161	239	203	179	289	254	86	269	244	126	275	292
"b2470"	"multidrug efflux pump RND permease AcrD"	"acrD"	129	190	218	199	289	212	114	250	226	134	142	153
"b2471"	"putative reductase YffB"	"yffB"	310	650	335	527	742	550	412	1094	428	500	476	525
"b2472"	"succinyl-diaminopimelate desuccinylase"	"dapE"	580	1197	784	1278	1491	997	770	2254	844	847	674	782
"b2473"	"esterase YpfH"	"ypfH"	337	369	526	300	507	431	170	455	734	181	294	331
"b2474"	"tRNA(Met) cytidine acetyltransferase"	"tmcA"	419	661	683	1268	917	676	588	1642	706	716	596	680
"b2475"	"uncharacterized protein YpfJ"	"ypfJ"	556	630	984	798	752	568	538	1182	1226	491	565	522
"b2476"	"phosphoribosylaminoimidazole-succinocarboxamide synthase"	"purC"	184	286	222	332	367	250	196	558	326	297	224	178
"b2477"	"outer membrane protein assembly factor BamC"	"bamC"	2541	3831	3983	7194	4590	3816	3953	7921	4209	3693	3054	3223
"b2478"	"4-hydroxy-tetrahydrodipicolinate synthase"	"dapA"	4481	6168	6357	7007	6959	5492	4903	9784	6716	4632	5626	4569
"b2479"	"putative transcriptional regulator GcvR"	"gcvR"	1062	1660	1768	1402	1521	1160	1245	2954	1728	975	1317	1307
"b2480"	"thiol peroxidase"	"bcp"	1469	2400	1770	4234	2434	1957	2627	6427	1843	2248	1805	2298
"b2481"	"hydrogenase 4 component A"	"hyfA"	7	7	7	8	12	4	3	7	7	4	2	0
"b2482"	"hydrogenase 4 component B"	"hyfB"	28	45	49	56	40	36	25	59	62	16	20	25
"b2483"	"hydrogenase 4 component C"	"hyfC"	5	8	21	9	7	17	2	8	15	4	5	13
"b2484"	"hydrogenase 4 component D"	"hyfD"	16	26	20	22	19	10	7	24	15	8	14	15
"b2485"	"hydrogenase 4 component E"	"hyfE"	2	8	4	8	11	3	5	15	12	5	7	8
"b2486"	"hydrogenase 4 component F"	"hyfF"	57	57	83	53	79	61	25	62	73	39	33	47
"b2487"	"hydrogenase 4 catalytic subunit HyfG"	"hyfG"	77	74	86	86	94	69	41	126	111	46	88	83
"b2488"	"hydrogenase 4 component H"	"hyfH"	28	43	27	21	53	28	21	33	30	14	19	4
"b2489"	"hydrogenase 4 catalytic subunit HyfI"	"hyfI"	33	47	32	24	59	46	14	49	66	18	30	17
"b2490"	"putative hydrogenase 4 assembly protein"	"hyfJ"	9	11	7	23	22	10	5	18	11	11	2	0
"b2491"	"DNA-binding transcriptional activator HyfR"	"hyfR"	72	73	73	80	103	60	42	135	128	52	58	63
"b2492"	"formate channel FocB"	"focB"	66	92	89	88	66	40	45	92	100	43	62	41
"b2493"	"putative transporter YfgO"	"yfgO"	215	325	322	374	411	313	208	389	431	164	270	239
"b2494"	"beta-barrel assembly-enhancing protease"	"bepA"	1389	2264	2000	1648	2178	1357	1329	2397	2541	1111	1039	811
"b2495"	"putative oxidoreductase YfgD"	"yfgD"	305	855	419	981	772	485	582	1298	595	756	405	427
"b2496"	"inibitor of reinitiation of DNA replication"	"hda"	266	467	437	894	656	606	420	1030	602	403	415	669
"b2497"	"uracil:H(+) symporter UraA"	"uraA"	28	47	39	72	169	156	43	173	57	82	36	48
"b2498"	"uracil phosphoribosyltransferase"	"upp"	125	320	211	452	885	852	214	968	254	340	416	430
"b2499"	"phosphoribosylformylglycinamide cyclo-ligase"	"purM"	73	93	110	174	150	148	81	262	138	132	101	100
"b2500"	"phosphoribosylglycinamide formyltransferase 1"	"purN"	203	389	255	351	355	257	257	574	340	264	239	209
"b2501"	"polyphosphate kinase"	"ppk"	2220	3258	3112	2910	3935	2709	2243	4578	3579	1831	3797	2320
"b2502"	"exopolyphosphatase"	"ppx"	1271	1675	1632	1591	2154	1590	1230	2744	1943	1178	1503	1080
"b2503"	"cyclic di-GMP phosphodiesterase PdeF"	"pdeF"	69	98	90	65	87	90	40	111	115	46	139	145
"b2504"	"nickel/cobalt stress response protein YfgG"	"yfgG"	525	807	643	375	853	484	487	1402	964	425	755	475
"b2505"	"lipoprotein YfgH"	"yfgH"	13	9	17	9	5	8	5	22	25	6	16	10
"b2506"	"nalidixic acid resistance protein YfgI"	"yfgI"	15	13	26	16	21	13	9	23	43	10	11	16
"b2507"	"GMP synthetase"	"guaA"	1297	2413	1810	2773	4736	3712	1876	5509	2099	2152	1554	1513
"b2508"	"inosine 5prime-monophosphate dehydrogenase"	"guaB"	179	429	364	301	1509	1149	183	629	377	399	221	190
"b2509"	"exodeoxyribonuclease VII subunit XseA"	"xseA"	313	838	764	519	1313	1048	226	1233	799	507	527	449
"b2510"	"zinc ribbon domain-containing protein YfgJ"	"yfgJ"	24	72	58	32	122	86	27	96	87	38	14	45
"b2511"	"50S ribosomal subunit stability factor"	"der"	1363	1619	1841	1180	2664	1966	749	2716	2267	1050	684	657
"b2512"	"outer membrane protein assembly factor BamB"	"bamB"	1634	2422	2617	3549	3534	2734	1980	4970	2928	2302	1158	1455
"b2513"	"ancillary SecYEG translocon subunit"	"yfgM"	821	1423	972	1263	1986	1233	834	2373	1391	1175	912	614
"b2514"	"histidine--tRNA ligase"	"hisS"	2743	4405	3976	5174	6205	4472	2850	7996	4469	3628	2868	2575
"b2515"	"(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)"	"ispG"	1961	3067	3038	3735	4403	3428	2247	5930	3199	2369	3057	2618
"b2516"	"cytoskeleton protein RodZ"	"rodZ"	1828	2862	2896	3646	2739	1977	2262	5698	3204	2527	3875	2899
"b2517"	"23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase"	"rlmN"	688	1108	747	974	2056	1549	435	1825	958	727	382	447
"b2518"	"nucleoside diphosphate kinase"	"ndk"	1810	3206	1227	4543	4268	3778	1803	5942	1333	2543	655	820
"b2519"	"peptidoglycan glycosyltransferase PbpC"	"pbpC"	156	219	261	459	269	250	216	544	300	272	190	150
"b2520"	"alpha2-macroglobulin"	"yfhM"	2803	3119	3806	3199	3788	2664	2225	4065	4459	2095	3138	2078
"b2521"	"3-mercaptopyruvate sulfurtransferase"	"sseA"	2243	2370	2123	5224	3301	1768	3556	6359	3029	2751	5973	3486
"b2522"	"protein SseB"	"sseB"	1144	1530	981	1042	1294	981	627	1155	1347	403	682	537
"b2523"	"aminopeptidase B"	"pepB"	3698	4188	3676	2335	3678	2857	1813	2537	5258	1142	1884	1434
"b2524"	"accessory iron-sulfur cluster assembly protein IscX"	"iscX"	385	513	445	903	539	399	381	528	650	230	146	212
"b2525"	"reduced ferredoxin"	"fdx"	680	898	591	864	781	531	566	749	975	348	209	223
"b2526"	"iron-sulfur cluster biosynthesis chaperone HscA"	"hscA"	2981	3690	3565	5747	3123	2609	3644	3366	4885	1832	1114	1134
"b2527"	"[Fe-S] cluster biosynthesis co-chaperone HscB"	"hscB"	1042	1106	1096	1848	676	458	1329	1176	1803	463	237	138
"b2528"	"iron-sulfur cluster insertion protein IscA"	"iscA"	3038	2923	2897	3476	1563	1123	2909	1581	4402	733	559	521
"b2529"	"scaffold protein for iron-sulfur cluster assembly"	"iscU"	3692	3514	3008	3802	2079	1324	3467	1969	5332	900	575	497
"b2530"	"cysteine desulfurase IscS"	"iscS"	14497	11467	13438	18526	6035	4170	15365	7874	21554	3167	1602	1741
"b2531"	"DNA-binding transcriptional dual regulator IscR"	"iscR"	5121	3709	4836	5414	1424	1025	5405	2612	7455	945	469	427
"b2532"	"tRNA Cm32/Um32 methyltransferase"	"trmJ"	886	1262	1252	1882	1786	1547	939	2234	1493	1080	1679	1488
"b2533"	"inositol-phosphate phosphatase"	"suhB"	246	369	335	306	1065	1130	159	545	427	144	162	331
"b2534"	"putative peptidase"	"yfhR"	25	49	28	13	27	20	13	49	58	16	22	17
"b2535"	"stationary phase inducible protein CsiE"	"csiE"	6927	3088	6566	1224	2850	1909	864	1148	9247	491	1077	771
"b2536"	"putative 3-phenylpropionate transporter"	"hcaT"	336	456	416	477	474	342	313	657	503	257	196	133
"b2537"	"DNA-binding transcriptional dual regulator HcaR"	"hcaR"	1916	2994	1294	4738	2452	1137	3197	5703	1610	2267	414	254
"b2538"	"putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha"	"hcaE"	289	344	412	287	404	229	179	318	485	154	122	124
"b2539"	"putative 3-phenylpropionate/cinnamate dioxygenase subunit beta"	"hcaF"	55	76	52	36	48	42	32	53	87	35	21	3
"b2540"	"putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit"	"hcaC"	15	24	15	8	7	11	8	4	12	11	4	7
"b2541"	"2 3-dihydroxy-2 3-dihydrophenylpropionate dehydrogenase"	"hcaB"	56	72	51	68	66	100	42	74	102	28	21	21
"b2542"	"putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit"	"hcaD"	69	113	96	100	134	120	85	121	184	45	88	51
"b2543"	"putative inner membrane protein"	"yphA"	137	110	375	100	115	99	38	74	398	31	58	99
"b2544"	"putative aldose 1-epimerase YphB"	"yphB"	58	65	79	67	83	74	48	77	129	37	47	50
"b2545"	"putative zinc-binding dehydrogenase YphC"	"yphC"	66	114	114	103	122	76	57	92	118	58	79	38
"b2546"	"putative ABC transporter membrane subunit YphD"	"yphD"	26	30	35	16	24	20	18	25	39	16	26	21
"b2547"	"putative ABC transporter ATP-binding protein YphE"	"yphE"	38	53	41	27	60	43	23	58	56	38	49	50
"b2548"	"putative ABC transporter periplasmic binding protein YphF"	"yphF"	18	38	37	25	32	19	22	45	44	22	39	17
"b2549"	"DUF5107 domain-containing protein YphG"	"yphG"	59	73	99	102	84	87	88	128	118	57	80	108
"b2550"	"putative DNA-binding transcriptional regulator  NAGC-like"	"yphH"	141	180	217	262	255	201	165	384	197	118	220	149
"b2551"	"serine hydroxymethyltransferase"	"glyA"	9225	11604	8477	14731	14295	10118	9935	19157	9967	8677	8360	7989
"b2552"	"nitric oxide dioxygenase"	"hmp"	2958	688	2726	829	627	510	478	804	4695	463	821	567
"b2553"	"nitrogen regulatory protein PII-1"	"glnB"	273	407	444	840	551	438	482	956	533	368	376	588
"b2554"	"DNA-binding transcriptional activator GlrR"	"glrR"	322	506	467	559	838	620	312	827	577	413	244	228
"b2555"	"outer membrane lipoprotein QseG"	"qseG"	327	505	549	523	584	392	257	741	529	338	301	351
"b2556"	"histidine kinase GlrK"	"glrK"	453	573	679	589	613	467	385	807	862	338	381	496
"b2557"	"phosphoribosylformylglycinamide synthetase"	"purL"	289	400	424	549	736	615	271	869	620	450	360	332
"b2558"	"membrane-bound lytic murein transglycosylase F"	"mltF"	90	129	136	149	151	203	63	243	157	69	85	116
"b2559"	"tRNA adenosine(34) deaminase"	"tadA"	147	115	159	123	165	126	63	194	180	64	99	156
"b2560"	"phosphatidylglycerophosphatase C"	"pgpC"	359	380	657	413	405	314	208	462	684	222	296	327
"b2561"	"putative DNA-binding transcriptional regulator YfhH"	"yfhH"	100	67	133	520	112	96	338	783	170	278	496	468
"b2562"	"putative 4Fe-4S cluster-containing protein YfhL"	"yfhL"	39	49	39	67	54	57	48	122	31	27	51	51
"b2563"	"holo-[acyl-carrier-protein] synthase"	"acpS"	185	264	278	393	287	228	235	480	322	202	322	349
"b2564"	"pyridoxine 5prime-phosphate synthase"	"pdxJ"	711	977	1025	1351	1271	1006	837	1445	1190	787	1203	1099
"b2565"	"DNA repair protein RecO"	"recO"	257	460	397	282	712	572	165	759	426	304	178	175
"b2566"	"30S ribosomal subunit maturation GTPase Era"	"era"	927	1434	1401	1116	2576	2087	512	2110	1564	828	517	707
"b2567"	"RNase III"	"rnc"	635	901	931	647	1050	916	315	1178	1114	464	409	449
"b2568"	"signal peptidase I"	"lepB"	1041	1602	1334	1890	2681	2352	1014	3590	1557	1376	663	758
"b2569"	"30S ribosomal subunit biogenesis factor LepA"	"lepA"	2834	4379	3740	4440	6148	4679	2373	7825	4278	3423	2162	2011
"b2570"	"protein RseC"	"rseC"	327	610	519	568	558	341	404	1463	587	502	220	270
"b2571"	"anti-sigma factor stabilizing protein RseB"	"rseB"	1647	2788	2824	1891	2286	1560	1580	5057	3078	1742	1103	1126
"b2572"	"anti-sigma-E factor RseA"	"rseA"	3399	5345	6489	2594	3869	2891	3011	6384	7161	2362	1677	2128
"b2573"	"RNA polymerase sigma E factor"	"rpoE"	1994	2983	3422	1466	2106	1703	1517	3863	3609	1181	945	1116
"b2574"	"L-aspartate oxidase"	"nadB"	75	89	91	103	95	74	59	141	139	57	85	98
"b2575"	"tRNA m(6)A37 methyltransferase"	"yfiC"	76	133	87	144	195	115	86	275	112	119	65	97
"b2576"	"ATP-dependent RNA helicase SrmB"	"srmB"	945	1381	1321	1222	2174	1559	648	1822	1627	736	1174	659
"b2577"	"putative LysR-type DNA-binding transcriptional regulator YfiE"	"yfiE"	189	234	298	154	274	180	93	235	308	110	123	108
"b2578"	"cysteine/O-acetylserine exporter EamB"	"eamB"	33	34	57	65	71	54	13	39	66	23	26	29
"b2579"	"stress-induced alternate pyruvate formate-lyase subunit"	"grcA"	405	269	426	366	5872	7034	337	837	529	361	2385	2739
"b2580"	"uracil-DNA glycosylase"	"ung"	464	609	568	1097	683	453	596	1298	750	583	1090	967
"b2581"	"putative methyltransferase YfiF"	"yfiF"	536	885	729	1100	1339	1046	831	1617	884	733	845	901
"b2582"	"reduced thioredoxin 2"	"trxC"	266	419	348	306	387	246	277	566	399	224	154	145
"b2583"	"tRNA 3-amino-3-carboxypropyltransferase"	"tapT"	143	253	145	207	312	243	118	522	169	186	128	180
"b2584"	"peptidyl-lysine N-acetyltransferase"	"patZ"	2594	2836	2567	6347	3484	2354	3921	7834	3124	3320	10605	6463
"b2585"	"phosphatidylserine synthase"	"pssA"	2644	3511	3467	4556	3966	2832	2521	5330	3648	2550	4265	3286
"b2586"	"protein YfiM"	"yfiM"	254	725	254	392	573	290	240	664	289	210	73	75
"b2587"	"alpha-ketoglutarate:H(+) symporter"	"kgtP"	11213	18637	12936	13433	16320	11392	9664	22910	13057	8588	2712	2972
"b2592"	"chaperone protein ClpB"	"clpB"	7221	9614	10409	35248	4304	3716	26397	24416	12161	13192	11394	10405
"b2593"	"polyphenol oxidase YfiH"	"pgeF"	331	462	494	389	560	432	202	562	591	205	211	186
"b2594"	"23S rRNA pseudouridine(1911/1915/1917) synthase"	"rluD"	817	1029	1106	687	1118	740	370	1112	1344	449	481	425
"b2595"	"outer membrane protein assembly factor BamD"	"bamD"	2988	6017	4027	6142	5759	3928	3609	9996	4073	4444	3400	3020
"b2597"	"ribosome-associated inhibitor A"	"raiA"	10480	14126	9394	28147	22061	13719	39714	41407	12222	21636	94121	50519
"b2598"	"phe operon leader peptide"	"pheL"	62	132	69	41	94	37	19	80	78	22	29	49
"b2599"	"fused chorismate mutase/prephenate dehydratase"	"pheA"	1679	2393	1960	1178	3315	2119	903	2463	2147	1005	1234	996
"b2600"	"fused chorismate mutase/prephenate dehydrogenase"	"tyrA"	221	285	277	336	369	286	199	410	378	212	120	160
"b2601"	"3-deoxy-7-phosphoheptulonate synthase  Tyr-sensitive"	"aroF"	451	632	592	739	714	436	460	832	775	527	430	321
"b2602"	"DUF2799 domain-containing lipoprotein YfiL"	"yfiL"	89	86	141	22	75	54	19	51	195	17	23	31
"b2603"	"DUF4154 domain-containing protein YfiR"	"yfiR"	127	185	186	137	226	195	70	263	214	83	216	212
"b2604"	"diguanylate cyclase DgcN"	"dgcN"	93	184	175	210	220	151	101	387	173	135	220	128
"b2605"	"lipoprotein YfiB"	"yfiB"	98	209	119	118	278	167	110	391	146	199	256	156
"b2606"	"50S ribosomal subunit protein L19"	"rplS"	2296	6534	1820	2531	12689	9824	1263	7403	2847	2864	1815	1607
"b2607"	"tRNA m(1)G37 methyltransferase"	"trmD"	7245	17641	6451	8803	35670	28973	3566	18159	9126	8184	5617	4744
"b2608"	"ribosome maturation factor RimM"	"rimM"	6329	13844	5442	7952	27992	24902	3331	16581	8312	6213	4162	4479
"b2609"	"30S ribosomal subunit protein S16"	"rpsP"	1880	4198	1792	2069	8492	7961	937	4652	2481	2008	1493	1561
"b2610"	"signal recognition particle protein component"	"ffh"	1803	2686	2627	3457	3856	3053	2294	4975	2989	2431	2798	2244
"b2611"	"cytochrome c assembly family protein"	"ypjD"	520	838	757	701	800	606	410	1175	851	449	550	469
"b2614"	"nucleotide exchange factor GrpE"	"grpE"	2788	4297	2879	19550	3129	2397	11488	15882	3849	7440	4641	5538
"b2615"	"NAD kinase"	"nadK"	613	788	860	577	830	606	452	1036	949	445	808	689
"b2616"	"DNA repair protein RecN"	"recN"	496	463	684	838	647	492	652	1425	991	579	1167	699
"b2617"	"outer membrane protein assembly factor BamE"	"bamE"	1403	2577	2172	2173	1709	1361	1566	3943	2411	1347	1441	1954
"b2618"	"putative component of the Rsx system"	"yfjF"	127	239	136	273	304	178	185	471	192	282	210	216
"b2619"	"ribosome association toxin RatA"	"ratA"	288	464	326	546	509	398	338	867	390	295	316	445
"b2620"	"SsrA-binding protein"	"smpB"	933	1497	1037	1182	1924	1278	946	2455	1490	1093	1868	1146
"b2622"	"CP4-57 prophage integrase IntA"	"intA"	449	877	591	901	834	659	785	1480	819	576	990	925
"b2623"	"CP4-57 prophage uncharacterized protein YfjH"	"yfjH"	47	86	83	45	99	56	50	131	94	63	63	62
"b2624"	"CP4-57 prophage DNA-binding transcriptional activator AlpA"	"alpA"	0	8	2	4	7	5	5	3	2	3	7	8
